EFECTOR;ANIO;ESPECIALIDAD;SERVICIO;TOTAL
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Vascular Periférico;Cirugia;1950
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Vascular Periférico ;Cirugia;1
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Cirugia;Cirugia;77661
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Pediatría;Pediatria;12632
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Pediatría ;Pediatria;18625
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Pediatria;Pediatria;31257
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Obstetricia;Tocoginecologia;4484
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Obstetricia ;Tocoginecologia;7207
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Tocoginecologia;Tocoginecologia;11691
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Guardia Del Día;Urgencia;218919
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Urgencia;Urgencia;218919
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Promoción Y Protección;Promocion Y Proteccion;22084
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;22084
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Cobertura Porteña ;a;4148
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Cobertura Porteña ;a;1281
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Cobertura Porteña ;a;1600
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Cobertura Porteña;a;7029
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Cesac N° 2;Centros De Salud;13232
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Cesac N° 12;Centros De Salud;11098
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;U.n.a.s.a.d. NÂº;Centros De Salud;9867
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Subtotal Centros De Salud;Centros De Salud;34197
HOSPITAL GENERAL DE AGUDOS DR I. PIROVANO;2011;Total Hospital;Centros De Salud;518127
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Clínica Médica;Medicina;18880
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Clínica Médica ;Medicina;14812
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Hipertensión Arterial ;Medicina;5894
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Dermatología Pediátrica ;Medicina;7073
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Dermatología;Medicina;15535
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Dermatología ;Medicina;2654
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Neurología;Medicina;9000
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Neurología ;Medicina;3967
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Infectología ;Medicina;2343
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Inmunocomprometidos Por Sida ;Medicina;13133
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Hematología;Medicina;13643
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Hematología ;Medicina;1542
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Hepatología ;Medicina;5762
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cardiología;Medicina;8672
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cardiología ;Medicina;5111
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Alergia;Medicina;12984
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Alergia ;Medicina;989
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Nutrición;Medicina;6869
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Nutrición ;Medicina;1523
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Gastroenterología;Medicina;9763
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Gastroenterología ;Medicina;720
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Nefrología;Medicina;1884
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Terapia Radiante;Medicina;3700
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Endocrinología;Medicina;22881
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Endocrinología ;Medicina;3435
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Geriatría;Medicina;2077
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Tisiología;Medicina;2224
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Tisiología ;Medicina;1201
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Reumatología Y Colagenopatías ;Medicina;12849
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cuidados Paliativos ;Medicina;1508
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cesación Tabáquica;Medicina;3261
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Medicina;Medicina;215889
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cirugía General;Cirugia;5160
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cirugía General ;Cirugia;1350
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cirugía Cardiovascular;Cirugia;1897
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Otorrinolaringología;Cirugia;6746
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Ginecología;Cirugia;10673
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Ginecología ;Cirugia;6802
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Urología;Cirugia;2677
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Urología ;Cirugia;2632
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Ortopedia Y Traumatología;Cirugia;9083
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Ortopedia Y Traumatología ;Cirugia;2209
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Oftalmología;Cirugia;8447
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Oftalmología ;Cirugia;1673
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cirugía Plástica;Ulterior Total;4023
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Neurocirugía;Ulterior Total;1258
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cirugía De Mano ;Ulterior Total;992
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cirugía De Mano;Ulterior Total;3
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Cirugia;Ulterior Total;65625
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Pediatría;Pediatria;18154
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Pediatría ;Pediatria;14262
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Adolescencia;Pediatria;3702
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Pediatria;Pediatria;36118
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Obstetricia;Tocoginecologia;6644
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Obstetricia ;Tocoginecologia;5135
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Tocoginecologia;Tocoginecologia;11779
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Guardia Del Día;Urgencia;94199
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Urgencia;Urgencia;94199
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Promoción Y Protección;Promocion Y Proteccion;36642
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Promoción Y Protección ;Promocion Y Proteccion;23097
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;59739
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Area Salud Escolar;Areas;15553
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Area Salud Comunitaria;Areas;1092
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Area Epidemiología;Areas;44
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Area Inmunizaciones;Areas;10863
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Areas;Areas;27552
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cobertura Porteña ;a;8279
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cobertura Porteña ;a;6010
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cobertura Porteña ;a;4985
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Cobertura Porteña;a;19274
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Cesac N° 11;Centros De Salud;16099
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Subtotal Centros De Salud;Centros De Salud;16099
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2011;Total Hospital;Centros De Salud;546274
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Clínica Médica;Medicina;17922
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Alergia;Medicina;5007
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cardiología;Medicina;9663
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Hipertensión Arterial ;Medicina;3610
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Arritmias;Medicina;623
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Dermatología;Medicina;6746
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Endocrinología;Medicina;6591
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Neurología;Medicina;5264
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Nutrición;Medicina;2716
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Reumatología;Medicina;8230
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Nefrología;Medicina;490
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Oncología;Medicina;2046
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Telecobaltoterapia;Medicina;651
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Gastroenterología;Medicina;2455
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cesación Tabáquica;Medicina;2255
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Obesidad ;Medicina;1242
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Medicina;Medicina;75511
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cirugía General;Cirugia;3516
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cirugía Cardiovascular;Cirugia;688
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cirugía Cardiovascular ;Cirugia;372
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cirugía Plástica;Cirugia;1231
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Ginecología;Cirugia;6824
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Ginecología Endocrina;Cirugia;564
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Climaterio;Cirugia;1423
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Esterilidad;Cirugia;2579
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Patología Cervical;Cirugia;8481
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Patología Mamaria;Cirugia;4148
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Urología;Cirugia;3115
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Urodinamia;Cirugia;425
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Urología Oncológica;Cirugia;344
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Proctología;Cirugia;1390
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Ortopedia Y Traumatología;Cirugia;7536
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Otorrinolaringología;Cirugia;6767
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Oftalmología;Cirugia;10381
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Neurocirugía;Cirugia;379
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Cirugia;Cirugia;60163
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Pediatría;Pediatria;14614
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Adolescencia;Pediatria;3326
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Pediatria;Pediatria;17940
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Obstetricia;Tocoginecologia;11223
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Planificación Familiar;Tocoginecologia;4811
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Tocoginecologia;Tocoginecologia;16034
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Coordinación De Emergencias;Urgencia;68301
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Urgencia;Urgencia;68301
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Medicina Preventiva;Promocion Y Proteccion;5369
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;5369
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Cobertura Porteña ;a;269
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Subtotal Cobertura Porteña;a;269
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2011;Total Hospital;a;243587
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Clínica Médica;Medicina;23522
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Clínica Médica ;Medicina;1726
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Hipertensión Clínica;Medicina;844
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cardiología;Medicina;8122
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cardiología ;Medicina;1561
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Hipertensión;Medicina;4343
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Arritmias;Medicina;376
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Dermatología;Medicina;13293
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Dermatología ;Medicina;1303
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Coronarias;Medicina;53
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Tisiología;Medicina;4676
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Tisiología ;Medicina;178
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Hematología;Medicina;10279
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Hematología ;Medicina;1266
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Neurología;Medicina;5192
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Neurología ;Medicina;985
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Gastroenterología;Medicina;5702
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Gastroenterología ;Medicina;644
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Oncología;Medicina;6109
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Enfermedad De Chagas;Medicina;372
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Reumatología;Medicina;5442
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Diabetes;Medicina;9089
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Endocrinología;Medicina;3913
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Infectología;Medicina;16916
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Nutrición;Medicina;2146
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Nefrología;Medicina;3281
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Alergia;Medicina;1379
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Toxicología;Medicina;461
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesación Tabáquica;Medicina;249
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Medicina;Medicina;133422
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía General;Cirugia;812
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía General ;Cirugia;813
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Ginecología Oncológica;Cirugia;383
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Procreación Responsable;Cirugia;1414
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Ginecología;Cirugia;7671
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Ginecología ;Cirugia;1089
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Reproduccion;Cirugia;429
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Ginecología Adolescentes;Cirugia;447
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Urología;Cirugia;3594
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Urología ;Cirugia;188
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Ortopedia Y Traumatología;Cirugia;7805
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Ortopedia Y Traumatología ;Cirugia;2792
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Traumatología De Miembros Superiores;Cirugia;638
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Traumatología Deportiva;Cirugia;125
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Oftalmología;Ulterior Total;4999
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Oftalmología ;Ulterior Total;934
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Otorrinolaringología;Ulterior Total;5012
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Otorrinolaringología ;Ulterior Total;217
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía De Las Vias Biliares;Ulterior Total;606
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía Plástica;Ulterior Total;1511
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Proctología;Ulterior Total;1043
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía Maxilofacial;Ulterior Total;756
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía Vascular Periferica;Ulterior Total;961
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía De Torax;Ulterior Total;3
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía Paredes;Ulterior Total;599
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Neurocirugía;Ulterior Total;1419
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía Reparadora Y Microcirugia;Ulterior Total;102
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía Cardiovascular;Ulterior Total;891
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Patología Cervical;Ulterior Total;5270
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Patología Mamaria;Ulterior Total;2005
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Climaterio;Ulterior Total;384
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Cirugia;Ulterior Total;54912
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Pediatría;Pediatria;20234
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Pediatría ;Pediatria;3682
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Neonatología;Pediatria;5377
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Adolescencia;Pediatria;1056
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Infectología;Pediatria;3090
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Genética;Pediatria;173
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Endocrinología;Pediatria;163
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Neurología;Pediatria;709
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Gastroenterología;Pediatria;925
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cirugía;Pediatria;612
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Pediatria;Pediatria;36021
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Obstetricia;Tocoginecologia;26049
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Obstetricia ;Tocoginecologia;1425
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Obstetricia Alto Riesgo;Tocoginecologia;7488
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Tocoginecologia;Tocoginecologia;34962
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Guardia Del Día;Urgencia;308895
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Urgencia;Urgencia;308895
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Promoción Y Protección;Promocion Y Proteccion;28957
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;28957
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Area Salud Escolar;Areas;7812
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Area Epidemiología;Areas;983
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Area Inmunizaciones;Areas;36996
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Areas;Areas;45791
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cobertura Porteña ;a;7334
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cobertura Porteña ;a;5192
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cobertura Porteña ;a;2137
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Cobertura Porteña;a;14663
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesac N° 3;Centros De Salud;17915
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesac N° 4;Centros De Salud;12501
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesac N° 5;Centros De Salud;33105
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesac N° 7;Centros De Salud;14701
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesac N° 29;Centros De Salud;10153
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Unasad N°;Centros De Salud;2811
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Cesac N° 37;Centros De Salud;1566
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Subtotal Centros De Salud;Centros De Salud;92752
HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI;2011;Total Hospital;Centros De Salud;750375
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Neumotisiología;Medicina;6052
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Neumotisiología ;Medicina;520
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Clínica Médica;Medicina;12798
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Clínica Médica ;Medicina;8529
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Cardiología;Medicina;9885
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Cardiología ;Medicina;1084
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Dermatología;Medicina;14416
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Dermatología ;Medicina;3853
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Gastroenterología;Medicina;9945
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Gastroenterología ;Medicina;1386
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Neurología;Medicina;4707
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Neurología ;Medicina;1668
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Nutrición ;Medicina;5888
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Nutrición ;Medicina;1130
HOSPITAL GENERAL DE AGUDOS DR E. TORNU;2011;Patología Bronquial;Medicina;901
