SERVICIO;ESPECIALIDADES;ING;PASES_A;ING_PASES;ALTAS;DEF;TOTAL;PASES_B;EGR_PASES;DIAS_CAMAS_DISP;PAC_DIA;PROMEDIO_CAMAS_DISP;PROMEDIO_PAC_DIA;PORCENTAJE_OCUP;PROMEDIO_PERM;GIRO;TASA_MORT_HOSP;ANIO;SK_ID_EFECTOR;NOM_EFECTOR_BADATA;OBSERVACIONES
Medicina;Psicopatologia Y Salud Mental;278;75;353;349;0;349;6;355;7300;4790;20;1312;6562;1349;1775;0;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Medicina;Subtotal Medicina;278;75;353;349;0;349;6;355;7300;4790;20;1312;6562;1349;1775;0;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Cirugia;Ginecología;450;29;479;446;4;450;26;476;3825;1968;1048;539;5145;413;4542;84;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Cirugia;Subtotal Cirugia;450;29;479;446;4;450;26;476;3825;1968;1048;539;5145;413;4542;84;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Recien Nacido Sano;2702;3;2705;2369;0;2369;335;2704;9473;7916;2595;2169;8356;293;10419;0;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Neonatología;79;335;414;387;20;407;6;413;6570;3941;18;108;5998;954;2294;484;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Pediatría;1359;8;1367;1364;2;1366;2;1368;8760;4548;24;1246;5192;332;57;15;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Subtotal Pediatria;4140;346;4486;4120;22;4142;343;4485;24803;16405;6795;4495;6614;366;66;49;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Tocoginecologia;Obstetricia;3508;116;3624;3502;0;3502;124;3626;17727;12233;4857;3352;6901;337;7466;0;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Tocoginecologia;Subtotal Tocoginecologia;3508;116;3624;3502;0;3502;124;3626;17727;12233;4857;3352;6901;337;7466;0;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Urgencia;Guardia Del Día;3526;58;3584;1221;207;1428;2150;3578;4570;4544;1252;1245;9943;127;28577;579;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Urgencia;Terapia Intensiva;4;235;239;10;81;91;147;238;2920;2243;8;615;7682;942;2975;3403;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Urgencia;Subtotal Urgencia;3530;293;3823;1231;288;1519;2297;3816;7490;6787;2052;1859;9061;178;18596;755;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Area Indiferenciada;Area Indiferenciada;922;2238;3160;2663;189;2852;301;3153;52925;37880;145;10378;7157;1201;2174;599;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Area Indiferenciada;Subtotal Area Indiferenciada;922;2238;3160;2663;189;2852;301;3153;52925;37880;145;10378;7157;1201;2174;599;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Area Indiferenciada;Total Hospital;12828;3097;15925;12311;503;12814;3097;15911;114070;80063;31252;21935;7019;625;41;393;2013;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Medicina;Cardiología;0;68;68;51;0;51;17;68;738;499;202;137;6762;734;3363;0;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Clínica Médica;1143;347;1490;1092;209;1301;184;1485;22536;20617;6174;5648;9148;1388;2405;1407;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Unidad Coronaria;234;42;276;175;17;192;84;276;2190;1956;6;536;8932;709;46;616;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Subtotal Medicina;1377;457;1834;1318;226;1544;285;1829;25464;23072;6976;6321;9061;1261;2622;1236;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Cirugía General;1442;170;1612;1405;42;1447;169;1616;18795;13777;5149;3775;733;853;3138;26;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Ginecología;961;80;1041;838;7;845;191;1036;6570;5617;18;1539;8549;542;5756;68;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Neurocirugía;232;101;333;227;3;230;105;335;4744;3111;13;852;6558;929;2577;9;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Oftalmología;104;13;117;96;0;96;20;116;1871;666;513;182;356;574;2263;0;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Ortopedia Y Traumatología;606;102;708;557;31;588;110;698;15797;10958;4328;3002;6937;157;1613;444;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Otorrinolaringología;219;11;230;176;5;181;49;230;2598;1317;712;361;5069;573;3231;217;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Urología;361;86;447;408;5;413;32;445;4428;2846;1213;78;6427;64;3668;112;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Subtotal Cirugia;3925;563;4488;3707;93;3800;676;4476;54803;38292;15015;10491;6987;855;2981;208;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Recien Nacido Sano;1010;1;1011;914;0;914;96;1010;10792;2941;2957;806;2725;291;3416;0;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Neonatología;246;98;344;338;5;343;2;345;3708;3410;1016;934;9196;988;3396;145;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Pediatría;1075;1;1076;1069;1;1070;3;1073;9551;4000;2617;1096;4188;373;4101;9;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Subtotal Pediatria;2331;100;2431;2321;6;2327;101;2428;24051;10351;6589;2836;4304;426;3685;25;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Tocoginecologia;Obstetricia;1817;9;1826;1782;0;1782;40;1822;10793;6318;2957;1731;5854;347;6162;0;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Tocoginecologia;Subtotal Tocoginecologia;1817;9;1826;1782;0;1782;40;1822;10793;6318;2957;1731;5854;347;6162;0;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Terapia Intermedia;12;127;139;24;6;30;109;139;1460;1149;4;315;787;827;3475;432;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Terapia Intensiva;117;251;368;4;69;73;296;369;2921;2808;8;769;9613;761;4611;187;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Subtotal Urgencia;129;378;507;28;75;103;405;508;4381;3957;12;1084;9032;779;4232;1476;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Total Hospital;9579;1507;11086;9156;400;9556;1507;11063;119492;81990;32738;22463;6862;858;2919;419;2013;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Cardiología;213;297;510;405;2;407;106;513;6250;3247;1712;89;5195;633;2996;39;2013;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Clínica Médica;642;1051;1693;1354;131;1485;211;1696;35754;31498;9796;863;881;1857;1731;772;2013;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Dermatología;68;18;86;70;0;70;22;92;3377;2313;925;634;6849;2514;994;0;2013;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Hematología;109;47;156;136;7;143;13;156;3331;2719;913;745;8163;1743;1709;449;2013;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Neurología;337;129;466;427;4;431;38;469;5284;3817;1448;1046;7224;814;324;85;2013;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Tisiología;83;65;148;122;6;128;20;148;3770;2096;1033;574;556;1416;1433;405;2013;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Cirugia;Oftalmología;4;;;;;;;;;;1;;;;;;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Ortopedia Y Traumatología;381;30;411;366;4;370;34;404;3474;3476;952;952;10006;86;4245;99;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Otorrinolaringología;97;5;102;100;0;100;2;102;448;448;123;123;100;439;831;0;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Urología;348;39;387;350;3;353;33;386;1192;1194;327;327;10017;309;1182;78;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Vascular Periférico;48;15;63;42;2;44;20;64;407;406;112;111;9975;634;574;313;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Subtotal Cirugia;1665;277;1942;1633;20;1653;276;1929;10688;10064;2928;2757;9416;522;6588;104;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Recien Nacido Sano;1464;172;1636;1598;0;1598;41;1639;9108;5613;2495;1538;6163;342;6568;0;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Neonatología;413;180;593;257;12;269;312;581;7301;4973;20;1362;6811;856;2905;207;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Pediatría;859;33;892;852;0;852;34;886;10214;4043;2798;1108;3958;456;3166;0;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Subtotal Pediatria;2736;385;3121;2707;12;2719;387;3106;26623;14629;7294;4008;5495;471;4258;39;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Tocoginecologia;Tocoginecología;2752;51;2803;2759;3;2762;52;2814;18081;12244;4954;3355;6772;435;5681;11;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Tocoginecologia;Subtotal Tocoginecologia;2752;51;2803;2759;3;2762;52;2814;18081;12244;4954;3355;6772;435;5681;11;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Terapia Intermedia;69;32;101;64;3;67;32;99;2915;1702;799;466;5839;1719;124;303;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Cuidados Intermedios;69;150;219;32;12;44;170;214;1672;1407;458;385;8415;657;4672;561;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Guardia Del Día;400;7;407;113;38;151;254;405;3177;2462;87;675;7749;608;4653;938;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Terapia Intensiva;147;249;396;9;79;88;314;402;4165;3140;1141;86;7539;781;3523;1965;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Subtotal Urgencia;685;438;1123;218;132;350;770;1120;11929;8711;3268;2387;7302;778;3427;1179;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Total Hospital;9095;1982;11077;8712;356;9068;1982;11050;106519;72579;29183;19885;6814;8;3107;393;2013;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Cardiología;124;194;318;203;5;208;112;320;2250;1733;616;475;7702;542;5191;156;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Clínica Médica;1075;478;1553;1137;167;1304;242;1546;28876;26477;7911;7254;9169;1713;1954;108;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Unidad Coronaria;364;94;458;226;40;266;191;457;3660;2097;1003;575;573;459;4558;875;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Subtotal Medicina;1563;766;2329;1566;212;1778;545;2323;34786;30307;953;8303;8712;1305;2437;913;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Cirugía General;941;243;1184;913;20;933;242;1175;16104;13947;4412;3821;8661;1187;2663;17;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Ginecología;644;329;973;821;10;831;145;976;7300;5050;20;1384;6918;517;488;102;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Neurocirugía;126;112;238;160;2;162;72;234;4370;3988;1197;1093;9126;1704;1954;85;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Ortopedia Y Traumatología;895;99;994;855;6;861;135;996;17548;13209;4808;3619;7527;1326;2072;6;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Urología;208;24;232;191;0;191;38;229;3596;3305;985;905;9191;1443;2324;0;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Subtotal Cirugia;2814;807;3621;2940;38;2978;632;3610;48918;39499;13402;10822;8075;1094;2694;105;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Recien Nacido Sano;1479;39;1518;1424;0;1424;89;1513;9949;4449;2726;1219;4472;294;5551;0;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Neonatología;374;89;463;389;23;412;44;456;8073;6247;2212;1712;7738;137;2062;504;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Pediatría;724;7;731;736;1;737;0;737;6085;3482;1667;954;5722;472;4421;14;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Subtotal Pediatria;2577;135;2712;2549;24;2573;133;2706;24107;14178;6605;3884;5881;524;4097;89;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Tocoginecologia;Obstetricia;2204;18;2222;1897;1;1898;316;2214;10991;7339;3011;2011;6677;331;7352;5;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Tocoginecologia;Subtotal Tocoginecologia;2204;18;2222;1897;1;1898;316;2214;10991;7339;3011;2011;6677;331;7352;5;2013;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cuidados Especiales;Cuidados Intermedios;71;159;230;65;3;68;159;227;2941;2448;804;669;8324;1078;2825;132;2012;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cuidados Intensivos;133;227;360;9;36;45;313;358;4026;2355;11;643;5849;658;3255;1006;2012;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cirugía Cardiovascular;124;32;156;110;15;125;30;155;3051;1424;834;389;4667;919;1859;968;2012;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Guardia;1771;0;1771;1034;3;1037;732;1769;2986;1931;816;528;6467;109;21683;17;2012;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Subtotal Cuidados Especiales;2412;546;2958;1496;80;1576;1368;2944;21794;13788;5955;3767;6327;468;4944;272;2012;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Total Hospital;8822;1879;10701;8723;82;8805;1879;10684;88044;57122;24056;15607;6488;649;366;93;2012;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Medicina;Pediatria;3257;477;3734;3305;7;3312;423;3735;36327;30458;9925;8322;8384;815;3763;19;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Endocrinología;374;0;374;374;0;374;0;374;2196;363;6;99;1653;97;6233;0;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Infecciosas;600;153;753;600;13;613;139;752;9969;8568;2724;2341;8595;1139;2761;173;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Neonatología;299;18;317;279;18;297;20;317;6733;5762;184;1574;8558;1818;1723;568;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Centro Respiratorio;179;82;261;176;0;176;76;252;3760;3262;1027;891;8676;1294;2453;0;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Nefrología;292;17;309;288;1;289;18;307;4392;2421;12;661;5512;789;2558;33;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Subtotal Medicina;5001;747;5748;5022;39;5061;676;5737;63377;50834;17316;13889;8021;886;3313;68;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Cirugía General;1871;466;2337;1852;3;1855;488;2343;13150;7251;3593;1981;5514;309;6521;13;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Cirugía Cardiovascular;248;20;268;222;27;249;24;273;5985;3957;1635;1081;6612;1449;1669;989;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Cirugía Plástica Y Reparadora - niÃ±os;534;36;570;528;0;528;42;570;3290;1736;899;474;5277;305;6341;0;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Neurocirugía;426;88;514;435;1;436;80;516;7326;3115;2002;851;4252;604;2578;19;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Ortopedia Y Traumatología;1242;121;1363;1249;0;1249;117;1366;13266;7737;3625;2114;5832;566;3769;0;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Urologia;308;9;317;307;0;307;8;315;4748;1707;1297;466;3595;542;2428;0;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Subtotal Cirugia;4629;740;5369;4593;31;4624;759;5383;47765;25503;13051;6968;5339;474;4125;58;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Terapia Intermedia;26;99;125;18;0;18;107;125;493;351;135;96;712;281;928;0;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Terapia Intensiva;108;187;295;4;64;68;232;300;5939;5056;1623;1381;8513;1685;1849;2133;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Subtotal Urgencia;134;286;420;22;64;86;339;425;6432;5407;1757;1477;8406;1272;2418;1506;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Total Hospital;9764;1773;11537;9637;134;9771;1774;11545;117574;81744;32124;22334;6953;837;3042;137;2012;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Pediatria;Recien Nacido Sano;5261;528;5789;5220;0;5220;579;5799;25243;16124;6897;4405;6388;278;8408;0;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Pediatria;Neonatología;1146;1094;2240;1126;77;1203;1040;2243;29609;15341;809;4192;5181;684;2773;343;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Pediatria;Subtotal Pediatria;6407;1622;8029;6346;77;6423;1619;8042;54852;31465;14987;8597;5736;391;5366;96;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Tocoginecologia;Tocoginecología;7854;159;8013;7920;0;7920;121;8041;37327;30601;10199;8361;8198;381;7884;0;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Tocoginecologia;Subtotal Tocoginecologia;7854;159;8013;7920;0;7920;121;8041;37327;30601;10199;8361;8198;381;7884;0;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Terapia Intermedia;23;38;61;40;0;40;19;59;1095;208;299;57;19;353;1972;0;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Terapia Intensiva;70;29;99;11;0;11;89;100;1519;371;415;101;2442;371;2409;0;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Subtotal Urgencia;93;67;160;51;0;51;108;159;2614;579;714;158;2215;364;2226;0;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Total Hospital;14354;1848;16202;14317;77;14394;1848;16242;94793;62645;259;17116;6609;435;5558;53;2012;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Medicina;Dermatología;384;18;402;357;1;358;44;402;12208;7723;3336;211;6326;1921;1205;25;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Infecciosas;1260;247;1507;1194;85;1279;208;1487;34828;27722;9516;7574;796;1864;1563;572;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Hepatopatía;259;26;285;231;10;241;42;283;4694;2281;1283;623;4859;806;2207;353;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Neumotisiología;227;51;278;270;6;276;35;311;11721;9509;3202;2598;8113;3058;971;193;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Asistencia Respiratoria Intermedia;226;311;537;128;98;226;313;539;5438;3661;1486;10;6732;679;3628;1818;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Zoopatología Médica;309;79;388;311;7;318;79;397;5694;4104;1556;1121;7208;1034;2552;176;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Subtotal Medicina;2665;732;3397;2491;207;2698;721;3419;74583;55000;20378;15027;7374;1609;1678;605;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Cirugía General;542;58;600;533;4;537;66;603;7298;2887;1994;789;3956;479;3024;66;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Subtotal Cirugia;542;58;600;533;4;537;66;603;7298;2887;1994;789;3956;479;3024;66;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Infecciosas Pediatría;488;10;498;493;0;493;10;503;10779;5233;2945;143;4855;104;1708;0;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Subtotal Pediatria;488;10;498;493;0;493;10;503;10779;5233;2945;143;4855;104;1708;0;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Terapia Intensiva;112;136;248;26;82;108;139;247;2360;1731;645;473;7335;701;3831;332;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Subtotal Urgencia;112;136;248;26;82;108;139;247;2360;1731;645;473;7335;701;3831;332;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Total Hospital;3807;936;4743;3543;293;3836;936;4772;95020;64851;25962;17719;6825;1691;1478;764;2012;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Curieterapia;90;1;91;87;0;87;4;91;1005;339;275;93;3373;373;3314;0;2012;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Medicina;1590;27;1617;1205;377;1582;49;1631;19851;16059;5424;4388;809;985;3007;2311;2012;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Subtotal Medicina;1680;28;1708;1292;377;1669;53;1722;20856;16398;5698;448;7862;952;3022;2189;2012;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía General;760;49;809;771;11;782;24;806;10337;3836;2824;1048;3711;476;2854;136;2012;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Subtotal Cirugia;760;49;809;771;11;782;24;806;10337;3836;2824;1048;3711;476;2854;136;2012;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Total Hospital;2440;77;2517;2063;388;2451;77;2528;31193;20234;8523;5528;6487;826;2876;1583;2012;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía Plástica;538;8;546;536;0;536;10;546;3294;771;9;211;2341;141;6067;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados ;10;146;156;91;0;91;66;157;3604;3353;985;916;9304;2136;1594;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados - Cuidados Generales - Adultos;62;200;262;220;0;220;39;259;4513;3007;1233;822;6663;1161;21;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados - Cuidados Intemedios - Adultos;0;2;2;0;0;0;1;1;11;11;3;3;100;11;3327;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Subtotal Cirugia;610;356;966;847;0;847;116;963;11422;7142;3121;1951;6253;742;3086;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados ;61;228;289;148;0;148;140;288;4542;3042;1241;831;6697;1056;2321;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados - Cuidados Generales - Pediatría;23;151;174;160;0;160;11;171;2818;1467;77;401;5206;858;2221;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Subtotal Pediatria;84;379;463;308;0;308;151;459;7360;4509;2011;1232;6126;982;2283;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Guardia;612;2;614;114;1;115;499;614;1095;260;299;71;2374;42;20523;16;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Quemados Cuidados Intensivos - Adultos;1;80;81;5;25;30;51;81;1824;1658;498;453;909;2047;1625;3086;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Subtotal Urgencia;613;82;695;119;26;145;550;695;2919;1918;798;524;6571;276;8714;374;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Cirugia De Corta Estadia;41;0;41;41;0;41;0;41;1830;41;5;11;224;1;82;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Subtotal Internacion De Corta Estadia;41;0;41;41;0;41;0;41;1830;0;5;11;224;1;82;0;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Total Hospital;1348;817;2165;1315;26;1341;817;2158;23531;13610;6429;3719;5784;1015;2086;194;2012;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Medicina;Hepatología;71;6;77;48;5;53;22;75;1466;1025;401;28;6992;1367;1872;667;2012;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
